customer_id,recency,frequency,price_sum,price_mean,spend_90_total,spend_90_flag
2319,-446,1,10.77,10.77,0.0,0.0
2320,-446,1,25.74,25.74,0.0,0.0
2321,-446,1,13.97,13.97,0.0,0.0
2322,-154,3,174.39,58.129999999999995,0.0,0.0
2323,-446,1,19.99,19.99,0.0,0.0
2324,-397,4,179.39,44.8475,0.0,0.0
2325,-295,2,70.82,35.41,0.0,0.0
2326,-250,2,104.57,52.285,0.0,0.0
2327,-446,1,156.37,156.37,0.0,0.0
2328,-446,1,24.99,24.99,0.0,0.0
2329,-425,1,111.6,111.6,0.0,0.0
2330,-446,1,13.97,13.97,0.0,0.0
2331,-320,2,71.83,35.915,0.0,0.0
2332,-318,9,259.32,28.813333333333333,0.0,0.0
2333,-75,3,99.16,33.053333333333335,0.0,0.0
2334,-446,1,37.98,37.98,0.0,0.0
2335,-446,1,29.9,29.9,0.0,0.0
2336,-446,1,12.99,12.99,0.0,0.0
2337,-429,1,9.98,9.98,0.0,0.0
2338,-348,8,233.61,29.20125,0.0,0.0
2339,-349,2,234.92,117.46,0.0,0.0
2340,-402,3,86.01,28.67,0.0,0.0
2341,-446,1,96.65,96.65,0.0,0.0
2342,-182,4,90.37,22.5925,0.0,0.0
2343,-338,2,129.06,64.53,0.0,0.0
2344,-446,1,3.99,3.99,0.0,0.0
2345,-446,1,39.95,39.95,0.0,0.0
2346,-446,1,16.9,16.9,0.0,0.0
2347,-226,3,70.58,23.526666666666667,0.0,0.0
2348,-446,1,15.36,15.36,0.0,0.0
2349,-35,3,46.57,15.523333333333333,0.0,0.0
2350,-438,2,42.53,21.265,0.0,0.0
2351,-29,3,89.19,29.73,77.61,1.0
2352,-265,3,145.88,48.626666666666665,0.0,0.0
2353,-446,1,13.97,13.97,0.0,0.0
2354,-446,1,14.37,14.37,0.0,0.0
2355,-106,2,139.81,69.905,0.0,0.0
2356,-79,13,725.26,55.78923076923077,0.0,0.0
2357,-170,4,127.17,31.7925,24.48,1.0
2358,-129,7,103.00999999999999,14.715714285714284,45.48,1.0
2359,-102,3,74.67999999999999,24.89333333333333,21.99,1.0
2360,-277,8,159.01,19.87625,0.0,0.0
2361,-444,2,117.22999999999999,58.614999999999995,0.0,0.0
2362,-446,1,61.73,61.73,0.0,0.0
2363,-446,1,14.37,14.37,0.0,0.0
2364,-19,3,161.69,53.89666666666667,28.97,1.0
2365,-446,1,27.34,27.34,0.0,0.0
2366,-92,8,119.47,14.93375,6.49,1.0
2367,-442,1,21.54,21.54,0.0,0.0
2368,-142,4,248.85,62.2125,71.95,1.0
2369,-175,2,23.259999999999998,11.629999999999999,0.0,0.0
2370,-69,6,190.3,31.71666666666667,0.0,0.0
2371,-446,1,15.36,15.36,0.0,0.0
2372,-446,1,9.77,9.77,0.0,0.0
2373,-446,1,20.74,20.74,0.0,0.0
2374,-52,5,81.4,16.28,16.49,1.0
2375,-446,1,68.3,68.3,0.0,0.0
2376,-446,1,92.95,92.95,0.0,0.0
2377,-15,6,249.94,41.656666666666666,0.0,0.0
2378,-150,3,97.08,32.36,0.0,0.0
2379,-446,1,59.97,59.97,0.0,0.0
2380,-432,2,58.66,29.33,0.0,0.0
2381,-446,1,29.58,29.58,0.0,0.0
2382,-446,1,97.36,97.36,0.0,0.0
2383,-446,1,13.97,13.97,0.0,0.0
2384,-405,1,57.65,57.65,0.0,0.0
2385,-350,3,192.94,64.31333333333333,0.0,0.0
2386,-446,1,13.97,13.97,0.0,0.0
2387,-446,1,14.37,14.37,0.0,0.0
2388,-35,23,1133.04,49.26260869565217,115.94999999999999,1.0
2389,-9,13,749.36,57.643076923076926,61.47,1.0
2390,-162,3,81.3,27.099999999999998,0.0,0.0
2391,-446,1,18.36,18.36,0.0,0.0
2392,-437,1,11.77,11.77,0.0,0.0
2393,-16,3,111.58,37.193333333333335,0.0,0.0
2394,-60,3,44.730000000000004,14.910000000000002,0.0,0.0
2395,-445,1,9.99,9.99,0.0,0.0
2396,-428,2,107.41,53.705,0.0,0.0
2397,-446,1,14.37,14.37,0.0,0.0
2398,-446,1,31.98,31.98,0.0,0.0
2399,-446,1,24.26,24.26,0.0,0.0
2400,-333,2,37.44,18.72,36.06,1.0
2401,-304,4,200.34,50.085,0.0,0.0
2402,-442,1,27.94,27.94,0.0,0.0
2403,-446,1,19.99,19.99,0.0,0.0
2404,-242,3,45.54,15.18,0.0,0.0
2405,-97,5,128.41,25.682,219.84,1.0
2406,-446,1,21.37,21.37,0.0,0.0
2407,-403,2,43.72,21.86,0.0,0.0
2408,-446,1,23.94,23.94,0.0,0.0
2409,-424,2,88.19,44.095,0.0,0.0
2410,-446,1,9.77,9.77,0.0,0.0
2411,-338,8,118.52,14.815,0.0,0.0
2412,-228,6,115.77,19.294999999999998,0.0,0.0
2413,-380,2,30.33,15.165,0.0,0.0
2414,-446,1,84.65,84.65,0.0,0.0
2415,-415,2,115.95,57.975,0.0,0.0
2416,-446,1,32.37,32.37,0.0,0.0
2417,-325,6,102.16,17.026666666666667,0.0,0.0
2418,-446,1,27.94,27.94,0.0,0.0
2419,-446,1,13.97,13.97,81.44,1.0
2420,-4,4,230.79000000000002,57.697500000000005,0.0,0.0
2421,-446,1,25.74,25.74,0.0,0.0
2422,-331,2,170.5,85.25,0.0,0.0
2423,-434,1,151.03,151.03,0.0,0.0
2424,-446,1,28.53,28.53,0.0,0.0
2425,-446,1,24.54,24.54,0.0,0.0
2426,-446,1,25.26,25.26,0.0,0.0
2427,-157,6,202.07,33.678333333333335,0.0,0.0
2428,-446,1,17.7,17.7,0.0,0.0
2429,-19,12,532.6999999999999,44.39166666666666,259.39,1.0
2430,-71,8,296.22,37.0275,36.47,1.0
2431,-408,3,30.93,10.31,0.0,0.0
2432,-16,9,1046.52,116.28,276.56,1.0
2433,-430,2,41.5,20.75,0.0,0.0
2434,-172,9,197.38,21.93111111111111,25.87,1.0
2435,-445,1,20.99,20.99,0.0,0.0
2436,-446,1,20.37,20.37,0.0,0.0
2437,-326,2,99.49,49.745,0.0,0.0
2438,-283,7,377.93,53.99,0.0,0.0
2439,-446,1,14.99,14.99,0.0,0.0
2440,-446,1,11.77,11.77,0.0,0.0
2441,-248,2,57.31,28.655,0.0,0.0
2442,-446,1,14.96,14.96,0.0,0.0
2443,-444,1,21.54,21.54,55.14,1.0
2444,-446,1,22.97,22.97,0.0,0.0
2445,-114,4,73.4,18.35,0.0,0.0
2446,-446,1,13.77,13.77,0.0,0.0
2447,-132,2,60.45,30.225,0.0,0.0
2448,-445,1,41.5,41.5,0.0,0.0
2449,-158,3,179.38,59.79333333333333,62.34,1.0
2450,-132,7,312.04,44.57714285714286,0.0,0.0
2451,-446,1,26.14,26.14,0.0,0.0
2452,-446,1,43.7,43.7,0.0,0.0
2453,-446,1,12.97,12.97,0.0,0.0
2454,-446,1,17.3,17.3,0.0,0.0
2455,-4,2,39.94,19.97,0.0,0.0
2456,-138,3,81.77,27.256666666666664,0.0,0.0
2457,-276,5,163.0,32.6,25.98,1.0
2458,-446,1,15.36,15.36,0.0,0.0
2459,-249,5,189.37,37.874,0.0,0.0
2460,-1,8,148.85,18.60625,128.93,1.0
2461,-289,3,83.00999999999999,27.669999999999998,0.0,0.0
2462,-269,5,138.65,27.73,0.0,0.0
2463,-446,1,9.99,9.99,0.0,0.0
2464,-431,2,56.26,28.13,0.0,0.0
2465,-446,1,6.79,6.79,0.0,0.0
2466,-5,9,252.48,28.05333333333333,25.48,1.0
2467,-446,1,76.75,76.75,0.0,0.0
2468,-445,1,17.36,17.36,0.0,0.0
2469,-445,1,23.73,23.73,0.0,0.0
2470,-321,11,291.65999999999997,26.514545454545452,18.49,1.0
2471,-253,2,43.73,21.865,0.0,0.0
2472,-445,1,32.72,32.72,0.0,0.0
2473,-389,2,19.96,9.98,0.0,0.0
2474,-438,2,64.74,32.37,0.0,0.0
2475,-46,3,295.78000000000003,98.59333333333335,0.0,0.0
2476,-163,2,31.35,15.675,0.0,0.0
2477,-445,1,29.92,29.92,0.0,0.0
2478,-445,1,21.77,21.77,0.0,0.0
2479,-110,3,61.97,20.656666666666666,0.0,0.0
2480,-445,1,24.14,24.14,0.0,0.0
2481,-445,1,13.0,13.0,0.0,0.0
2482,-445,1,26.14,26.14,0.0,0.0
2483,-445,1,67.62,67.62,0.0,0.0
2484,0,59,1438.93,24.388644067796612,345.43,1.0
2485,-445,1,30.25,30.25,0.0,0.0
2486,-445,1,15.36,15.36,0.0,0.0
2487,-286,3,46.28,15.426666666666668,0.0,0.0
2488,-445,1,12.77,12.77,0.0,0.0
2489,-75,4,113.86,28.465,0.0,0.0
2490,-445,1,39.5,39.5,0.0,0.0
2491,-445,1,24.99,24.99,0.0,0.0
2492,-445,1,11.77,11.77,0.0,0.0
2493,-445,1,90.87,90.87,0.0,0.0
2494,-445,1,30.33,30.33,0.0,0.0
2495,-357,2,49.32,24.66,0.0,0.0
2496,-445,1,30.67,30.67,0.0,0.0
2497,-445,1,12.49,12.49,0.0,0.0
2498,-445,1,15.36,15.36,0.0,0.0
2499,-88,13,829.9000000000001,63.838461538461544,48.47,1.0
2500,-111,3,71.0,23.666666666666668,0.0,0.0
2501,-275,6,139.22,23.203333333333333,52.47,1.0
2502,-84,6,252.77,42.12833333333334,0.0,0.0
2503,-445,1,15.76,15.76,0.0,0.0
2504,-347,3,99.97999999999999,33.32666666666666,0.0,0.0
2505,-445,1,49.08,49.08,0.0,0.0
2506,-445,1,11.77,11.77,0.0,0.0
2507,-445,1,69.34,69.34,0.0,0.0
2508,-445,1,69.29,69.29,0.0,0.0
2509,-10,6,511.12,85.18666666666667,0.0,0.0
2510,-445,1,12.49,12.49,0.0,0.0
2511,-445,1,89.27,89.27,0.0,0.0
2512,-445,1,24.98,24.98,0.0,0.0
2513,-445,1,13.77,13.77,0.0,0.0
2514,-376,3,120.69,40.23,0.0,0.0
2515,-428,3,70.82000000000001,23.60666666666667,0.0,0.0
2516,-445,1,109.74,109.74,65.72,1.0
2517,-179,2,47.97,23.985,0.0,0.0
2518,-445,1,24.97,24.97,0.0,0.0
2519,-445,1,53.67,53.67,0.0,0.0
2520,-445,1,14.37,14.37,13.57,1.0
2521,-445,1,11.77,11.77,0.0,0.0
2522,-301,3,83.16,27.72,0.0,0.0
2523,-445,1,29.92,29.92,0.0,0.0
2524,-122,2,179.10000000000002,89.55000000000001,23.48,1.0
2525,-174,4,45.5,11.375,0.0,0.0
2526,-65,2,101.12,50.56,0.0,0.0
2527,-445,1,65.2,65.2,0.0,0.0
2528,-445,1,22.77,22.77,0.0,0.0
2529,-445,1,66.88,66.88,0.0,0.0
2530,-445,1,14.96,14.96,0.0,0.0
2531,-380,2,260.81,130.405,0.0,0.0
2532,-442,1,15.96,15.96,0.0,0.0
2533,-292,7,450.59000000000003,64.37,203.41,1.0
2534,-2,13,531.08,40.8523076923077,34.97,1.0
2535,-445,1,67.64,67.64,0.0,0.0
2536,-21,17,731.43,43.02529411764706,112.43,1.0
2537,-445,1,24.54,24.54,0.0,0.0
2538,-445,1,29.33,29.33,0.0,0.0
2539,-445,1,27.97,27.97,0.0,0.0
2540,-415,1,26.73,26.73,0.0,0.0
2541,-365,3,52.459999999999994,17.486666666666665,0.0,0.0
2542,-82,3,29.47,9.823333333333332,0.0,0.0
2543,-321,3,366.87,122.29,0.0,0.0
2544,-445,1,63.98,63.98,0.0,0.0
2545,-105,2,57.67,28.835,0.0,0.0
2546,-228,2,57.66,28.83,0.0,0.0
2547,-45,11,434.74,39.52181818181818,0.0,0.0
2548,-445,1,19.99,19.99,0.0,0.0
2549,-127,4,223.07999999999998,55.769999999999996,45.96,1.0
2550,-284,2,66.84,33.42,0.0,0.0
2551,-445,1,28.99,28.99,0.0,0.0
2552,-445,1,11.77,11.77,0.0,0.0
2553,-445,1,127.04,127.04,0.0,0.0
2554,-107,4,73.18,18.295,25.48,1.0
2555,-445,1,29.73,29.73,0.0,0.0
2556,-445,1,0.0,0.0,0.0,0.0
2557,-14,3,123.72,41.24,0.0,0.0
2558,-445,1,75.42,75.42,0.0,0.0
2559,-445,1,6.79,6.79,0.0,0.0
2560,-82,4,181.31,45.3275,0.0,0.0
2561,-18,5,100.25,20.05,0.0,0.0
2562,-392,3,385.99,128.66333333333333,0.0,0.0
2563,-431,2,36.94,18.47,0.0,0.0
2564,-11,25,1383.22,55.3288,343.3,1.0
2565,-445,1,13.97,13.97,0.0,0.0
2566,-445,1,12.49,12.49,0.0,0.0
2567,-118,2,28.35,14.175,0.0,0.0
2568,-432,2,32.51,16.255,0.0,0.0
2569,-445,1,14.79,14.79,0.0,0.0
2570,-445,1,13.97,13.97,0.0,0.0
2571,-445,1,15.76,15.76,0.0,0.0
2572,-445,1,14.96,14.96,0.0,0.0
2573,-439,2,18.75,9.375,0.0,0.0
2574,-443,1,14.37,14.37,0.0,0.0
2575,-445,1,49.09,49.09,0.0,0.0
2576,-445,1,125.08,125.08,0.0,0.0
2577,-445,1,11.77,11.77,0.0,0.0
2578,-214,3,69.79,23.263333333333335,23.99,1.0
2579,-169,2,43.31,21.655,0.0,0.0
2580,-413,2,110.72,55.36,0.0,0.0
2581,-261,2,148.47,74.235,0.0,0.0
2582,-267,3,46.89,15.63,0.0,0.0
2583,-38,5,79.03,15.806000000000001,121.43,1.0
2584,-70,2,23.46,11.73,0.0,0.0
2585,-445,1,66.74,66.74,0.0,0.0
2586,-431,5,169.41000000000003,33.882000000000005,0.0,0.0
2587,-445,1,19.99,19.99,0.0,0.0
2588,-186,5,147.7,29.54,0.0,0.0
2589,-445,1,26.73,26.73,0.0,0.0
2590,-227,3,32.31,10.770000000000001,0.0,0.0
2591,-133,2,80.77,40.385,72.04,1.0
2592,-403,2,23.34,11.67,0.0,0.0
2593,-445,1,38.77,38.77,0.0,0.0
2594,-5,4,88.16,22.04,0.0,0.0
2595,-86,8,330.67,41.33375,0.0,0.0
2596,-445,1,9.77,9.77,0.0,0.0
2597,-132,5,161.20999999999998,32.242,83.68,1.0
2598,-115,2,93.52,46.76,0.0,0.0
2599,-64,2,83.44999999999999,41.724999999999994,0.0,0.0
2600,-445,1,45.37,45.37,0.0,0.0
2601,-48,7,507.32,72.47428571428571,80.96,1.0
2602,-445,1,24.98,24.98,0.0,0.0
2603,-49,5,91.52,18.304,0.0,0.0
2604,-15,9,210.95,23.438888888888886,0.0,0.0
2605,-445,1,59.16,59.16,0.0,0.0
2606,-432,1,31.6,31.6,0.0,0.0
2607,-157,3,65.88,21.959999999999997,0.0,0.0
2608,-445,1,23.54,23.54,0.0,0.0
2609,-445,1,10.77,10.77,0.0,0.0
2610,-445,1,29.92,29.92,0.0,0.0
2611,-355,3,33.730000000000004,11.243333333333334,0.0,0.0
2612,-77,2,79.44,39.72,0.0,0.0
2613,-445,1,10.77,10.77,0.0,0.0
2614,-444,1,25.74,25.74,0.0,0.0
2615,-140,2,29.689999999999998,14.844999999999999,0.0,0.0
2616,-424,1,81.64,81.64,0.0,0.0
2617,-445,1,21.99,21.99,24.87,1.0
2618,-445,1,15.36,15.36,0.0,0.0
2619,-445,1,14.37,14.37,0.0,0.0
2620,-375,3,70.03,23.343333333333334,11.88,1.0
2621,-215,3,121.56,40.52,0.0,0.0
2622,-445,1,96.27,96.27,0.0,0.0
2623,-445,1,12.97,12.97,11.88,1.0
2624,-268,4,109.61,27.4025,0.0,0.0
2625,-445,1,35.31,35.31,0.0,0.0
2626,-157,10,169.18,16.918,6.49,1.0
2627,-445,1,27.13,27.13,0.0,0.0
2628,-445,1,14.96,14.96,0.0,0.0
2629,-124,8,402.79,50.34875,0.0,0.0
2630,-83,5,105.04,21.008000000000003,0.0,0.0
2631,-402,4,49.879999999999995,12.469999999999999,0.0,0.0
2632,-445,1,9.97,9.97,0.0,0.0
2633,-445,1,13.99,13.99,0.0,0.0
2634,-445,1,17.76,17.76,0.0,0.0
2635,-445,1,29.8,29.8,0.0,0.0
2636,-4,2,48.77,24.385,7.49,1.0
2637,-143,10,138.52,13.852,12.99,1.0
2638,-15,7,183.62,26.231428571428573,0.0,0.0
2639,-9,3,54.46,18.153333333333332,25.98,1.0
2640,-415,2,198.42000000000002,99.21000000000001,0.0,0.0
2641,-425,3,57.86,19.286666666666665,0.0,0.0
2642,-445,1,97.97,97.97,0.0,0.0
2643,-445,1,22.99,22.99,0.0,0.0
2644,-33,4,193.49,48.3725,0.0,0.0
2645,-445,1,11.77,11.77,0.0,0.0
2646,-195,3,43.12,14.373333333333333,0.0,0.0
2647,-11,5,795.83,159.166,0.0,0.0
2648,-445,1,60.25,60.25,0.0,0.0
2649,-445,1,41.1,41.1,0.0,0.0
2650,-445,1,41.9,41.9,0.0,0.0
2651,-105,5,100.94,20.188,0.0,0.0
2652,-445,1,41.9,41.9,0.0,0.0
2653,-227,3,138.58,46.193333333333335,33.99,1.0
2654,-445,1,11.99,11.99,0.0,0.0
2655,-253,2,115.94999999999999,57.974999999999994,0.0,0.0
2656,-445,1,15.36,15.36,0.0,0.0
2657,-445,1,14.96,14.96,0.0,0.0
2658,-342,2,70.23,35.115,0.0,0.0
2659,-445,1,15.36,15.36,0.0,0.0
2660,-34,7,168.57,24.08142857142857,0.0,0.0
2661,-11,11,536.59,48.78090909090909,0.0,0.0
2662,-160,2,50.620000000000005,25.310000000000002,0.0,0.0
2663,-110,5,75.56,15.112,0.0,0.0
2664,-7,24,3694.52,153.93833333333333,405.75,1.0
2665,-445,1,5.78,5.78,0.0,0.0
2666,-199,5,66.17,13.234,0.0,0.0
2667,-291,2,26.14,13.07,0.0,0.0
2668,-445,1,11.77,11.77,0.0,0.0
2669,-445,1,30.72,30.72,0.0,0.0
2670,-445,1,14.37,14.37,0.0,0.0
2671,-56,3,42.94,14.313333333333333,52.85,1.0
2672,-445,1,28.74,28.74,0.0,0.0
2673,-445,1,29.99,29.99,0.0,0.0
2674,-429,2,39.98,19.99,0.0,0.0
2675,-94,4,117.03,29.2575,0.0,0.0
2676,-445,1,11.77,11.77,0.0,0.0
2677,-445,1,41.7,41.7,0.0,0.0
2678,-411,2,26.14,13.07,0.0,0.0
2679,-445,1,161.91,161.91,0.0,0.0
2680,-445,1,104.49,104.49,0.0,0.0
2681,-445,1,15.96,15.96,0.0,0.0
2682,-440,1,35.97,35.97,0.0,0.0
2683,-16,6,172.46,28.743333333333336,0.0,0.0
2684,-443,1,55.06,55.06,0.0,0.0
2685,-445,1,26.86,26.86,0.0,0.0
2686,-445,1,8.99,8.99,0.0,0.0
2687,-156,2,44.48,22.24,0.0,0.0
2688,-445,1,11.77,11.77,0.0,0.0
2689,-332,2,21.740000000000002,10.870000000000001,0.0,0.0
2690,-444,1,50.95,50.95,0.0,0.0
2691,-445,1,37.94,37.94,0.0,0.0
2692,-44,3,62.45,20.816666666666666,104.0,1.0
2693,-444,5,118.55,23.71,0.0,0.0
2694,-445,1,30.72,30.72,0.0,0.0
2695,-445,1,29.4,29.4,0.0,0.0
2696,-433,2,26.14,13.07,0.0,0.0
2697,-445,1,16.7,16.7,0.0,0.0
2698,-445,1,8.77,8.77,0.0,0.0
2699,-445,1,18.98,18.98,0.0,0.0
2700,-445,1,90.18,90.18,0.0,0.0
2701,-445,1,25.74,25.74,0.0,0.0
2702,-445,1,30.72,30.72,0.0,0.0
2703,-416,2,14.37,7.185,0.0,0.0
2704,-445,1,117.15,117.15,0.0,0.0
2705,-445,1,14.96,14.96,0.0,0.0
2706,-434,1,123.69,123.69,0.0,0.0
2707,-445,1,42.9,42.9,0.0,0.0
2708,-445,1,17.96,17.96,0.0,0.0
2709,-445,1,14.37,14.37,0.0,0.0
2710,-445,1,12.97,12.97,0.0,0.0
2711,-445,1,15.36,15.36,0.0,0.0
2712,-26,15,289.39,19.292666666666666,0.0,0.0
2713,-445,1,40.46,40.46,0.0,0.0
2714,-222,9,225.68,25.075555555555557,0.0,0.0
2715,-445,1,47.73,47.73,0.0,0.0
2716,-445,1,14.99,14.99,0.0,0.0
2717,-2,13,528.43,40.64846153846153,46.47,1.0
2718,-443,1,116.8,116.8,0.0,0.0
2719,-445,1,14.96,14.96,0.0,0.0
2720,-445,1,15.36,15.36,0.0,0.0
2721,-106,3,113.07,37.69,0.0,0.0
2722,-358,3,113.38,37.79333333333333,0.0,0.0
2723,-445,1,20.0,20.0,0.0,0.0
2724,-70,4,231.60999999999999,57.902499999999996,0.0,0.0
2725,-445,1,58.85,58.85,0.0,0.0
2726,-388,2,82.61999999999999,41.309999999999995,0.0,0.0
2727,-445,1,15.76,15.76,0.0,0.0
2728,-445,1,22.3,22.3,0.0,0.0
2729,-67,3,109.49000000000001,36.49666666666667,0.0,0.0
2730,-445,1,19.99,19.99,0.0,0.0
2731,-427,1,24.98,24.98,0.0,0.0
2732,-124,3,64.66,21.55333333333333,0.0,0.0
2733,-445,1,57.48,57.48,0.0,0.0
2734,-437,1,17.96,17.96,0.0,0.0
2735,-445,1,54.44,54.44,0.0,0.0
2736,-247,3,123.9,41.300000000000004,0.0,0.0
2737,-74,2,86.55,43.275,0.0,0.0
2738,-52,13,392.38,30.18307692307692,0.0,0.0
2739,-445,1,9.77,9.77,0.0,0.0
2740,-445,1,37.99,37.99,0.0,0.0
2741,-381,1,25.37,25.37,0.0,0.0
2742,-427,3,135.39000000000001,45.13,0.0,0.0
2743,-445,1,13.77,13.77,0.0,0.0
2744,-34,6,105.42,17.57,0.0,0.0
2745,-49,6,115.64,19.273333333333333,0.0,0.0
2746,-445,1,13.7,13.7,0.0,0.0
2747,-149,2,72.78,36.39,0.0,0.0
2748,-27,6,98.6,16.433333333333334,12.99,1.0
2749,-341,3,93.44,31.146666666666665,0.0,0.0
2750,-445,1,27.72,27.72,0.0,0.0
2751,-445,1,11.77,11.77,0.0,0.0
2752,-442,1,11.77,11.77,0.0,0.0
2753,-11,6,138.72,23.12,0.0,0.0
2754,-184,2,45.800000000000004,22.900000000000002,0.0,0.0
2755,-444,1,69.71,69.71,39.45,1.0
2756,-444,1,199.99,199.99,0.0,0.0
2757,-444,1,33.1,33.1,0.0,0.0
2758,-335,2,49.11,24.555,0.0,0.0
2759,-62,13,265.14,20.395384615384614,110.32000000000001,1.0
2760,-48,6,489.17,81.52833333333334,113.08,1.0
2761,-408,7,990.28,141.46857142857144,0.0,0.0
2762,-263,4,293.74,73.435,0.0,0.0
2763,-441,2,98.59,49.295,0.0,0.0
2764,-444,1,11.77,11.77,0.0,0.0
2765,-444,1,10.77,10.77,0.0,0.0
2766,-255,2,61.05,30.525,0.0,0.0
2767,-55,2,70.55,35.275,0.0,0.0
2768,-444,1,14.37,14.37,0.0,0.0
2769,-67,6,144.25,24.041666666666668,26.98,1.0
2770,-97,4,123.7,30.925,0.0,0.0
2771,-444,1,54.01,54.01,0.0,0.0
2772,-281,2,27.13,13.565,0.0,0.0
2773,-444,1,54.45,54.45,0.0,0.0
2774,-415,2,47.44,23.72,0.0,0.0
2775,-444,1,13.97,13.97,0.0,0.0
2776,-418,2,46.36,23.18,0.0,0.0
2777,-444,1,19.99,19.99,0.0,0.0
2778,-24,4,160.18,40.045,0.0,0.0
2779,-254,2,75.69,37.845,0.0,0.0
2780,-216,3,159.45,53.15,0.0,0.0
2781,-426,1,40.7,40.7,0.0,0.0
2782,-444,1,14.99,14.99,0.0,0.0
2783,-444,1,95.99,95.99,0.0,0.0
2784,-30,8,432.65,54.08125,0.0,0.0
2785,-444,1,29.33,29.33,0.0,0.0
2786,-444,1,78.2,78.2,0.0,0.0
2787,-389,2,120.76,60.38,0.0,0.0
2788,-444,1,49.98,49.98,0.0,0.0
2789,-444,1,27.3,27.3,0.0,0.0
2790,-276,3,101.8,33.93333333333333,0.0,0.0
2791,-444,1,24.99,24.99,26.37,1.0
2792,-128,3,84.42999999999999,28.14333333333333,0.0,0.0
2793,-416,2,69.35,34.675,0.0,0.0
2794,-444,1,18.54,18.54,0.0,0.0
2795,-444,1,24.7,24.7,0.0,0.0
2796,-444,1,66.96,66.96,0.0,0.0
2797,-417,2,29.58,14.79,0.0,0.0
2798,-11,11,1173.65,106.69545454545455,184.84,1.0
2799,-442,1,118.93,118.93,0.0,0.0
2800,-444,1,17.9,17.9,0.0,0.0
2801,-436,2,80.02000000000001,40.010000000000005,0.0,0.0
2802,-444,1,29.73,29.73,0.0,0.0
2803,-444,1,19.99,19.99,0.0,0.0
2804,-444,1,17.99,17.99,0.0,0.0
2805,-444,1,28.77,28.77,0.0,0.0
2806,-444,1,28.34,28.34,0.0,0.0
2807,-281,3,111.46000000000001,37.153333333333336,0.0,0.0
2808,-375,2,141.95,70.975,0.0,0.0
2809,-402,2,43.69,21.845,0.0,0.0
2810,-139,5,456.79,91.358,0.0,0.0
2811,-11,5,141.69,28.338,0.0,0.0
2812,-444,1,17.99,17.99,0.0,0.0
2813,-431,2,57.05,28.525,0.0,0.0
2814,-444,1,14.96,14.96,0.0,0.0
2815,-444,1,19.94,19.94,0.0,0.0
2816,-444,1,14.96,14.96,0.0,0.0
2817,-444,1,9.77,9.77,0.0,0.0
2818,-35,2,32.98,16.49,0.0,0.0
2819,-444,1,13.97,13.97,0.0,0.0
2820,-175,4,113.63,28.4075,0.0,0.0
2821,-444,1,14.96,14.96,0.0,0.0
2822,-18,5,110.69,22.137999999999998,0.0,0.0
2823,-444,1,52.34,52.34,0.0,0.0
2824,-391,5,165.57,33.114,0.0,0.0
2825,-444,1,61.27,61.27,0.0,0.0
2826,-444,1,31.12,31.12,0.0,0.0
2827,-374,3,79.24000000000001,26.413333333333338,0.0,0.0
2828,-342,3,247.06,82.35333333333334,0.0,0.0
2829,-140,11,967.58,87.96181818181819,0.0,0.0
2830,-34,4,183.9,45.975,0.0,0.0
2831,-444,1,10.77,10.77,0.0,0.0
2832,-444,1,37.91,37.91,0.0,0.0
2833,-234,2,79.24000000000001,39.620000000000005,49.75,1.0
2834,-444,1,13.97,13.97,0.0,0.0
2835,-95,4,137.15,34.2875,0.0,0.0
2836,-444,1,5.99,5.99,0.0,0.0
2837,-444,1,43.72,43.72,0.0,0.0
2838,-402,2,126.55,63.275,0.0,0.0
2839,-438,1,14.37,14.37,0.0,0.0
2840,-444,1,20.3,20.3,0.0,0.0
2841,-62,8,173.75,21.71875,23.48,1.0
2842,-113,4,70.81,17.7025,0.0,0.0
2843,-420,2,44.370000000000005,22.185000000000002,0.0,0.0
2844,-104,4,178.1,44.525,33.48,1.0
2845,-444,1,27.13,27.13,0.0,0.0
2846,-444,1,11.77,11.77,0.0,0.0
2847,-444,1,4.79,4.79,0.0,0.0
2848,-341,2,41.51,20.755,0.0,0.0
2849,-386,2,29.92,14.96,13.98,1.0
2850,-58,3,131.93,43.97666666666667,0.0,0.0
2851,-62,12,289.55,24.129166666666666,19.49,1.0
2852,-444,1,26.56,26.56,0.0,0.0
2853,-141,2,36.86,18.43,0.0,0.0
2854,-444,1,11.77,11.77,0.0,0.0
2855,-220,2,30.33,15.165,12.99,1.0
2856,-40,4,74.28,18.57,29.99,1.0
2857,-444,1,11.99,11.99,0.0,0.0
2858,-444,1,32.92,32.92,0.0,0.0
2859,-444,1,51.48,51.48,0.0,0.0
2860,-350,4,216.19,54.0475,0.0,0.0
2861,-444,1,46.69,46.69,0.0,0.0
2862,-396,2,26.73,13.365,0.0,0.0
2863,-444,1,4.99,4.99,0.0,0.0
2864,-275,4,136.03,34.0075,0.0,0.0
2865,-409,4,85.28,21.32,0.0,0.0
2866,-444,1,12.97,12.97,0.0,0.0
2867,-76,5,100.63,20.125999999999998,0.0,0.0
2868,-444,1,11.77,11.77,0.0,0.0
2869,-200,4,97.49,24.3725,0.0,0.0
2870,-11,6,170.56,28.426666666666666,0.0,0.0
2871,-140,4,305.46000000000004,76.36500000000001,0.0,0.0
2872,-308,2,110.39000000000001,55.19500000000001,0.0,0.0
