customer_id,recency,frequency,price_sum,price_mean,spend_90_total
1546,-449,1,9.97,9.97,0.6839506
1547,-449,1,45.98,45.98,0.62780774
1548,-417,2,43.89,21.945,0.91284144
1549,-302,4,68.38,17.095,2.604212
1550,-146,4,209.65,52.4125,11.3590355
1551,-34,5,287.97,57.59400000000001,17.449244
1552,-449,1,11.77,11.77,0.69432783
1553,-449,1,41.98,41.98,0.7521817
1554,-449,1,38.33,38.33,0.74770695
1555,-252,2,69.45,34.725,3.3331776
1556,-389,3,130.49,43.49666666666667,2.403276
1557,-448,2,130.47,65.235,1.1176801
1558,-449,1,22.74,22.74,0.7338832
1559,-417,1,26.14,26.14,0.7724892
1560,-267,4,70.84,17.71,2.9777408
1561,-142,2,116.81,58.405,7.763277
1562,-413,2,47.89,23.945,0.91284144
1563,-107,22,607.63,27.619545454545456,21.885849
1564,-174,5,137.7,27.54,6.339886
1565,-449,1,12.49,12.49,0.69432783
1566,-249,5,445.91,89.18199999999999,9.774313
1567,-449,1,13.97,13.97,0.6902134
1568,-281,2,99.65,49.825,6.23765
1569,-449,1,29.33,29.33,0.72463715
1570,-449,1,35.8,35.8,0.74770695
1571,-449,1,16.7,16.7,0.716885
1572,-200,9,508.81,56.534444444444446,5.91278
1573,-236,3,169.56,56.52,7.450291
1574,-373,2,58.89,29.445,2.459142
1575,-417,1,28.99,28.99,0.75020236
1576,-449,1,27.94,27.94,0.72463715
1577,-60,2,88.82,44.41,7.3355293
1578,-449,1,14.79,14.79,0.68146235
1579,-448,2,39.98,19.99,0.88933945
1580,-58,8,175.75,21.96875,13.307596
1581,-182,5,131.32999999999998,26.266,5.928902
1582,-8,2,81.92,40.96,8.546712
1583,-7,6,75.4,12.566666666666668,12.992255
1584,-156,4,298.72,74.67999999999999,11.536036
1585,-449,1,8.77,8.77,0.6839506
1586,-252,5,332.88,66.576,8.498694
1587,-366,2,42.31,21.155,1.0185162
1588,-305,3,73.86,24.62,2.828792
1589,-210,7,153.05,21.86428571428572,5.75127
1590,-19,11,1327.23,120.65727272727273,43.17008
1591,-449,1,25.14,25.14,0.7383893
1592,-449,1,14.99,14.99,0.68146235
1593,-21,15,580.91,38.72733333333333,55.452675
1594,-103,7,331.99,47.42714285714286,17.596615
1595,-449,1,28.34,28.34,0.72463715
1596,-49,4,132.6,33.15,9.1488695
1597,-240,3,68.03999999999999,22.68,3.642833
1598,-19,6,243.23,40.53833333333333,18.190834
1599,-449,1,30.32,30.32,0.7136751
1600,-146,3,121.09,40.36333333333334,7.6531677
1601,-14,3,87.22,29.07333333333333,8.498785
1602,-186,4,56.98,14.245,2.681678
1603,-56,4,153.07,38.2675,9.965233
1604,-449,1,15.99,15.99,0.716885
1605,-397,3,91.93,30.64333333333333,2.54328
1606,-58,13,315.92,24.30153846153846,20.54014
1607,-34,4,214.64,53.66,15.171366
1608,-449,1,19.99,19.99,0.7338832
1609,-48,7,119.64,17.091428571428573,11.245489
1610,-57,17,458.16,26.95058823529412,26.356836
1611,-445,1,11.77,11.77,0.69879025
1612,-447,2,30.55,15.275,0.8351513
1613,-60,2,45.52,22.76,3.6455674
1614,-446,1,29.99,29.99,0.72463715
1615,-449,1,19.99,19.99,0.7338832
1616,-27,5,79.31,15.862,8.878936
1617,-449,1,65.33,65.33,1.0394547
1618,-449,1,12.97,12.97,0.6902134
1619,-449,1,26.99,26.99,0.72463715
1620,-449,1,30.72,30.72,0.7136751
1621,-449,1,14.79,14.79,0.68146235
1622,-449,1,55.05,55.05,1.5410874
1623,-11,6,264.9,44.15,22.718348
1624,-442,2,45.63,22.815,0.8713528
1625,-449,1,17.99,17.99,0.716885
1626,-77,4,374.86,93.715,16.198608
1627,-434,2,41.1,20.55,0.90157914
1628,-449,1,29.13,29.13,0.72463715
1629,-338,5,65.66,13.132,2.6195264
1630,-398,2,117.02,58.510000000000005,1.9913812
1631,-339,2,35.31,17.655,1.8501546
1632,-28,5,160.07999999999998,32.016,12.024358
1633,-76,12,578.8399999999999,48.23666666666666,28.269106
1634,-449,1,15.36,15.36,0.6888663
1635,-205,4,93.8,23.45,5.7525616
1636,-449,1,26.99,26.99,0.72463715
1637,-144,2,39.8,19.9,3.127074
1638,-110,3,88.91,29.636666666666667,7.2860956
1639,-445,2,51.3,25.65,1.0330743
1640,-449,1,79.99,79.99,1.0301503
1641,-413,2,57.36,28.68,2.441842
1642,-169,8,137.18,17.1475,4.562642
1643,-449,2,89.98,44.99,1.5292714
1644,-27,5,144.7,28.94,10.196806
1645,-36,2,63.46,31.73,5.1823654
1646,-188,4,103.6,25.9,5.643006
1647,-56,8,274.83,34.35375,20.248728
1648,-449,1,31.0,31.0,0.7136751
1649,-122,5,136.88,27.376,7.942017
1650,-449,1,99.99,99.99,1.0172598
1651,-448,1,98.42,98.42,1.0172598
1652,-449,1,13.97,13.97,0.6902134
1653,-449,1,50.97,50.97,0.7702649
1654,-130,4,273.59000000000003,68.39750000000001,12.929667
1655,-249,3,57.05,19.016666666666666,2.9808176
1656,-90,9,195.28,21.697777777777777,13.581409
1657,-420,2,87.67,43.835,1.9554626
1658,-98,2,95.1,47.55,9.393773
1659,-435,3,113.58,37.86,1.5340278
1660,-449,1,17.9,17.9,0.716885
1661,-48,12,416.89,34.740833333333335,26.640684
1662,-449,1,41.99,41.99,0.7521817
1663,-199,3,52.91,17.636666666666667,2.8330917
1664,-449,1,70.42,70.42,1.0215485
1665,-446,1,13.77,13.77,0.6902134
1666,-355,3,49.34,16.446666666666665,1.0990201
1667,-449,1,4.79,4.79,0.6839506
1668,-111,7,148.41,21.20142857142857,11.668662
1669,-19,21,536.04,25.525714285714283,56.79458
1670,-449,1,34.98,34.98,0.74770695
1671,-449,1,14.37,14.37,0.68146235
1672,-414,3,95.63,31.876666666666665,4.0171213
1673,0,4,149.07999999999998,37.27,12.112777
1674,-449,1,13.97,13.97,0.6902134
1675,-8,6,116.93,19.488333333333333,14.202589
1676,-441,3,51.47,17.156666666666666,1.1020443
1677,-352,3,76.2,25.4,2.6163325
1678,-449,1,19.99,19.99,0.7338832
1679,-261,5,80.64,16.128,4.293451
1680,-449,1,39.37,39.37,0.7521817
1681,-449,1,29.99,29.99,0.72463715
1682,-438,3,82.59,27.53,1.9623349
1683,-449,1,21.77,21.77,0.7338832
1684,-117,10,296.63,29.663,14.8186455
1685,-448,1,12.49,12.49,0.69432783
1686,-40,4,103.9,25.975,8.789042
1687,-281,4,147.83,36.9575,7.789808
1688,-449,1,25.99,25.99,0.746924
1689,-22,10,807.44,80.744,74.59202
1690,-9,18,454.24,25.23555555555556,40.22932
1691,-434,2,171.65,85.825,1.3930023
1692,-415,2,136.82999999999998,68.41499999999999,1.4132832
1693,-449,1,12.49,12.49,0.69432783
1694,-449,1,89.77,89.77,1.0304329
1695,-16,10,339.61,33.961,24.282726
1696,-128,7,196.07,28.01,12.428589
1697,-191,5,159.39,31.878,7.620004
1698,-436,1,9.97,9.97,0.706137
1699,-120,4,302.7,75.675,14.083744
1700,-25,2,71.32,35.66,4.9507604
1701,-384,2,116.97,58.485,2.0519593
1702,-449,1,30.32,30.32,0.7136751
1703,-68,2,86.37,43.185,6.8451147
1704,-417,3,79.69999999999999,26.566666666666663,2.3773403
1705,-202,5,111.54,22.308,5.9477687
1706,-449,1,14.96,14.96,0.68146235
1707,-99,5,64.17,12.834,3.8608992
1708,-449,1,28.53,28.53,0.72463715
1709,-449,1,21.37,21.37,0.7338832
1710,-294,3,59.05,19.683333333333334,2.6712697
1711,-5,9,315.55,35.06111111111111,26.34604
1712,-449,1,30.97,30.97,0.7136751
1713,-122,5,176.1,35.22,9.054013
1714,-408,2,58.89,29.445,4.4075813
1715,-449,1,9.97,9.97,0.6839506
1716,-31,8,100.7,12.5875,10.818564
1717,-449,1,11.77,11.77,0.69432783
1718,-449,1,17.54,17.54,0.716885
1719,-112,13,642.4399999999999,49.418461538461536,22.963947
1720,-123,2,95.11,47.555,9.227376
1721,-449,1,23.54,23.54,0.7338832
1722,-4,43,984.91,22.904883720930236,103.45197
1723,-449,1,11.77,11.77,0.69432783
1724,-117,6,257.65,42.94166666666666,15.10954
1725,-449,1,23.93,23.93,0.7383893
1726,-21,16,571.55,35.721875,56.39917
1727,-437,1,35.31,35.31,0.76989335
1728,-132,4,147.27,36.8175,8.069463
1729,-449,1,44.97,44.97,0.62780774
1730,-449,1,20.97,20.97,0.7338832
1731,-449,1,18.76,18.76,0.709066
1732,-86,6,274.86,45.81,18.304077
1733,-449,1,11.77,11.77,0.69432783
1734,-449,1,10.77,10.77,0.6839506
1735,-447,1,24.98,24.98,0.7383893
1736,-430,2,38.1,19.05,0.8971044
1737,-449,1,46.37,46.37,0.62780774
1738,-129,9,267.57,29.73,14.315101
1739,-429,2,32.06,16.03,0.86171526
1740,-431,1,13.97,13.97,0.7123998
1741,-6,15,406.24,27.082666666666668,33.29764
1742,-449,1,30.92,30.92,0.7136751
1743,-449,1,44.98,44.98,0.62780774
1744,-449,1,28.13,28.13,0.72463715
1745,-201,10,910.04,91.004,23.705236
1746,-410,1,15.36,15.36,0.8497654
1747,-449,1,57.16,57.16,1.4444559
1748,-449,2,29.33,14.665,0.8461134
1749,-449,1,9.99,9.99,0.6839506
1750,-331,2,121.56,60.78,3.5202658
1751,-449,1,23.99,23.99,0.7383893
1752,-118,5,117.99,23.598000000000003,7.566822
1753,-449,1,0.0,0.0,0.6839506
1754,-449,1,6.79,6.79,0.6839506
1755,-232,4,50.73,12.6825,3.0837321
1756,-449,1,9.97,9.97,0.6839506
1757,-34,2,26.840000000000003,13.420000000000002,5.0285873
1758,-404,2,46.09,23.045,0.9853062
1759,-124,5,251.71,50.342,12.866997
1760,-22,44,1013.4,23.03181818181818,85.39979
1761,-449,1,14.99,14.99,0.68146235
1762,-449,1,12.49,12.49,0.69432783
1763,-447,1,12.49,12.49,0.69432783
1764,-266,2,149.04,74.52,8.845118
1765,-144,5,284.21,56.842,12.962659
1766,-448,1,45.3,45.3,0.62780774
1767,-251,2,77.94,38.97,5.8606405
1768,-133,2,59.93,29.965,3.3076036
1769,-102,7,375.8,53.68571428571429,16.294369
1770,-448,1,3.99,3.99,0.6839506
1771,-448,1,11.77,11.77,0.69432783
1772,-13,3,67.93,22.64333333333333,6.1629744
1773,-24,3,73.41,24.47,6.3187017
1774,-333,2,56.06,28.03,2.6141887
1775,-448,1,28.47,28.47,0.72463715
1776,-448,1,18.99,18.99,0.709066
1777,-448,1,15.36,15.36,0.6888663
1778,-433,2,21.54,10.77,0.8683677
1779,-448,1,18.76,18.76,0.709066
1780,-180,7,184.77,26.395714285714288,6.6931586
1781,-238,2,38.93,19.465,3.05215
1782,-234,5,93.32,18.664,5.1699038
1783,-448,1,14.37,14.37,0.68146235
1784,-419,2,105.89,52.945,1.9032367
1785,-132,11,597.58,54.32545454545455,5.3680353
1786,-448,1,29.67,29.67,0.72463715
1787,-416,2,105.34,52.67,1.9032367
1788,-439,2,35.0,17.5,0.8971044
1789,-433,2,33.27,16.635,0.8941109
1790,-20,4,279.28000000000003,69.82000000000001,15.970075
1791,-87,8,502.48,62.81,31.96228
1792,-275,4,170.12,42.53,7.9979286
1793,-129,3,108.12,36.04,7.568471
1794,-7,28,971.01,34.67892857142857,86.70174
1795,-442,1,14.79,14.79,0.68599707
1796,-9,5,234.94,46.988,16.604143
1797,-448,1,95.61,95.61,1.0172598
1798,-448,1,23.54,23.54,0.7338832
1799,-90,5,140.19,28.038,8.208742
1800,-341,2,112.08,56.04,4.4235697
1801,-448,1,83.71,83.71,1.0304329
1802,-381,3,81.81,27.27,2.5519629
1803,-408,3,177.19,59.06333333333333,3.1172285
1804,-182,2,93.53,46.765,6.1955457
1805,-143,2,166.26999999999998,83.13499999999999,9.75511
1806,-444,1,44.29,44.29,0.67185146
1807,-43,2,30.950000000000003,15.475,5.378437
1808,-280,2,30.72,15.36,3.0156734
1809,-448,1,31.54,31.54,0.7136751
1810,-448,1,11.77,11.77,0.69432783
1811,-405,2,38.5,19.25,0.98293525
1812,-448,2,27.54,13.77,0.8799674
1813,-448,1,10.77,10.77,0.6839506
1814,-448,1,65.98,65.98,1.0394547
1815,-448,1,12.99,12.99,0.6902134
1816,-415,1,14.96,14.96,0.7016738
1817,-6,20,967.2,48.36,96.59244
1818,-448,1,16.99,16.99,0.716885
1819,-375,1,72.82,72.82,1.7950475
1820,-387,1,30.72,30.72,0.82950133
1821,-361,5,190.15,38.03,2.8383117
1822,-448,1,98.96,98.96,1.0172598
1823,-448,1,6.77,6.77,0.6839506
1824,-448,1,23.54,23.54,0.7338832
1825,-448,1,63.93,63.93,1.132192
1826,-322,2,121.44,60.72,3.509398
1827,-448,1,9.98,9.98,0.6839506
1828,-434,2,72.42,36.21,1.4721174
1829,-448,1,9.97,9.97,0.6839506
1830,-448,1,134.28,134.28,1.1631728
1831,-448,1,11.99,11.99,0.69432783
1832,-431,2,24.98,12.49,0.8728738
1833,-37,3,52.84,17.613333333333333,7.108293
1834,-146,4,125.82,31.455,7.986801
1835,-448,1,11.77,11.77,0.69432783
1836,-448,1,42.3,42.3,0.7521817
1837,-448,1,6.77,6.77,0.6839506
1838,-448,1,14.99,14.99,0.68146235
1839,-448,1,73.3,73.3,1.0301503
1840,-448,1,27.94,27.94,0.72463715
1841,-268,2,104.75,52.375,6.3256426
1842,-13,3,127.81,42.60333333333333,9.556161
1843,-448,1,52.87,52.87,1.185836
1844,-448,1,20.99,20.99,0.7338832
1845,-8,16,885.03,55.314375,61.333458
1846,-82,4,107.03,26.7575,7.3281474
1847,-445,1,53.46,53.46,1.1734384
1848,-35,31,1639.32,52.88129032258065,173.68677
1849,-397,2,55.67,27.835,2.438208
1850,-13,2,26.96,13.48,5.459439
1851,-131,6,129.55,21.59166666666667,8.506761
1852,-448,1,33.71,33.71,0.7447135
1853,-448,1,6.79,6.79,0.6839506
1854,-106,5,151.93,30.386000000000003,9.932287
1855,-448,1,14.37,14.37,0.68146235
1856,-448,1,32.31,32.31,0.7136751
1857,-397,2,32.35,16.175,1.042803
1858,-448,2,53.72,26.86,1.2751192
1859,-277,4,54.65,13.6625,3.022504
1860,-448,1,18.99,18.99,0.709066
1861,-441,1,41.7,41.7,0.75671643
1862,-448,1,14.79,14.79,0.68146235
1863,-63,3,132.44,44.14666666666667,7.887892
1864,-152,3,42.34,14.113333333333337,4.02298
1865,-448,1,30.95,30.95,0.7136751
1866,-351,4,62.93,15.7325,2.675625
1867,-114,4,177.7,44.425,10.072754
1868,-62,18,932.83,51.82388888888889,96.05509
1869,-23,4,301.62,75.405,16.906757
1870,-448,1,69.23,69.23,1.0215485
1871,-28,7,198.67,28.38142857142857,17.588316
1872,-423,2,58.66,29.33,1.9167377
1873,-350,3,204.33,68.11,1.7957151
1874,-114,6,350.4,58.4,16.671339
1875,-448,1,56.91,56.91,1.4444559
1876,-448,1,9.77,9.77,0.6839506
1877,-62,2,101.04,50.52,9.366554
1878,-448,1,17.9,17.9,0.716885
1879,-448,1,19.99,19.99,0.7338832
1880,-448,1,5.96,5.96,0.6839506
1881,-5,2,24.11,12.055,6.3389773
1882,-16,8,250.6,31.325000000000003,22.465956
1883,-7,3,72.19,24.063333333333333,6.4042153
1884,-440,2,58.69,29.345,1.8415023
1885,-448,1,25.76,25.76,0.746924
1886,-448,1,24.96,24.96,0.7383893
1887,-448,1,13.77,13.77,0.6902134
1888,-400,2,83.3,41.65,2.284436
1889,-245,3,61.7,20.566666666666663,3.0545375
1890,-4,29,916.58,31.60620689655173,87.077736
1891,-448,2,24.76,12.38,0.8606341
1892,-436,2,27.34,13.67,0.8922071
1893,-19,14,473.69,33.835,38.54912
1894,-448,1,14.37,14.37,0.68146235
1895,-448,1,51.68,51.68,1.610511
1896,-371,2,22.76,11.38,0.92953223
1897,-5,3,105.77,35.25666666666667,9.34802
1898,-447,1,55.5,55.5,1.6027286
1899,-448,1,24.98,24.98,0.7383893
1900,-448,1,13.77,13.77,0.6902134
1901,-448,1,50.27,50.27,0.62780774
1902,-288,4,100.61,25.1525,5.7596674
1903,-33,4,894.52,223.63,75.06797
1904,-448,1,11.77,11.77,0.69432783
1905,-448,1,24.14,24.14,0.7383893
1906,-448,1,59.86,59.86,1.0369552
1907,-171,2,161.91,80.955,6.711401
1908,-448,1,25.77,25.77,0.746924
1909,-2,7,1186.5,169.5,81.9234
1910,-420,2,121.4,60.7,1.3523033
1911,-448,1,46.28,46.28,0.62780774
1912,-418,2,39.98,19.99,0.9254161
1913,-372,2,74.61,37.305,2.2751126
1914,-178,2,25.48,12.74,2.6451147
1915,-448,1,15.36,15.36,0.6888663
1916,-13,6,117.63,19.605,11.352861
1917,-447,1,15.36,15.36,0.6888663
1918,-197,2,9.76,4.88,6.729664
1919,-123,3,47.47,15.823333333333332,3.478668
1920,-229,5,98.32,19.664,5.0869656
1921,-221,2,29.73,14.864999999999998,3.0749598
1922,-448,1,15.99,15.99,0.716885
1923,-448,1,21.55,21.55,0.7338832
1924,-12,3,50.24,16.746666666666666,7.557767
1925,-155,2,22.48,11.24,3.2011359
1926,-448,1,12.49,12.49,0.69432783
1927,-448,1,14.96,14.96,0.68146235
1928,-448,1,64.99,64.99,1.0394547
1929,-217,3,132.86,44.28666666666667,6.5564804
1930,-278,4,64.45,16.1125,2.987614
1931,-10,7,146.03,20.86142857142857,13.335778
1932,-448,1,15.9,15.9,0.6976361
1933,-448,1,12.49,12.49,0.69432783
1934,-286,2,32.31,16.155,3.0115619
1935,-448,1,71.49,71.49,1.0301503
1936,-448,1,13.77,13.77,0.6902134
1937,-149,2,59.94,29.97,3.2310326
1938,-436,2,123.55,61.775,1.0567001
1939,-448,1,8.97,8.97,0.6839506
1940,-448,1,15.96,15.96,0.7077906
1941,-448,1,74.22,74.22,1.0301503
1942,-448,1,12.49,12.49,0.69432783
1943,-329,3,37.11,12.37,2.4063199
1944,-448,1,51.37,51.37,0.78829914
1945,-448,1,37.3,37.3,0.74770695
1946,-448,1,12.9,12.9,0.6902134
1947,-448,1,24.98,24.98,0.7383893
1948,-448,1,0.0,0.0,0.6839506
1949,-446,1,18.99,18.99,0.709066
1950,-446,1,72.33,72.33,1.0301503
1951,-112,2,212.24,106.12,8.970665
1952,-296,5,253.25,50.65,6.044234
1953,-229,2,37.91,18.955,3.05215
1954,-448,2,70.43,35.215,1.4721174
1955,-448,1,10.77,10.77,0.6839506
1956,-448,1,93.57,93.57,1.0172598
1957,-448,1,14.37,14.37,0.68146235
1958,-448,1,54.48,54.48,1.168976
1959,-448,1,122.77,122.77,0.99110466
1960,-447,1,22.99,22.99,0.7338832
1961,-448,1,10.0,10.0,0.6839506
1962,-448,1,12.49,12.49,0.69432783
1963,-386,2,88.58,44.29,2.4421022
1964,-448,1,15.36,15.36,0.6888663
1965,-15,28,1568.9,56.03214285714286,192.15706
1966,-448,1,37.89,37.89,0.74770695
1967,-448,1,45.95,45.95,0.62780774
1968,-438,2,55.3,27.65,1.7196175
1969,-373,3,57.32,19.106666666666666,2.5197108
1970,-32,12,342.4,28.53333333333333,22.296465
1971,-448,1,18.36,18.36,0.716885
1972,-448,1,13.97,13.97,0.6902134
1973,-108,19,500.92,26.36421052631579,25.851976
1974,-337,2,140.09,70.045,3.235
1975,-448,1,14.37,14.37,0.68146235
1976,-448,1,66.03,66.03,1.0394547
1977,-35,2,66.44,33.22,5.1823654
1978,-448,1,15.9,15.9,0.6976361
1979,-448,1,29.99,29.99,0.72463715
1980,-4,31,951.61,30.69709677419355,87.52402
1981,-448,1,29.97,29.97,0.72463715
1982,-448,1,11.77,11.77,0.69432783
1983,-47,7,367.88,52.55428571428571,19.492348
1984,-448,1,21.77,21.77,0.7338832
1985,-448,1,6.79,6.79,0.6839506
1986,-380,2,48.08,24.04,0.96852034
1987,-448,1,0.0,0.0,0.6839506
1988,-288,2,61.41,30.705,3.1814218
1989,-448,1,9.99,9.99,0.6839506
1990,-448,1,24.98,24.98,0.7383893
1991,-38,15,755.04,50.336,59.856052
1992,-447,1,13.97,13.97,0.6902134
1993,-298,12,290.45,24.204166666666666,6.003096
1994,-447,1,77.63,77.63,1.0301503
1995,-447,1,26.94,26.94,0.72463715
1996,-139,6,181.86,30.31,9.352965
1997,-174,4,91.39,22.8475,5.5071516
1998,-284,2,31.76,15.88,3.2665322
1999,-245,5,252.05,50.41,9.110376
2000,-441,1,46.88,46.88,0.63234246
2001,-73,4,71.9,17.975,4.3918614
2002,-446,1,33.37,33.37,0.7447135
2003,-10,2,106.84,53.42,11.377711
2004,-447,1,44.53,44.53,0.66190475
2005,-447,1,17.96,17.96,0.716885
2006,-404,4,213.16,53.29,2.811161
2007,-447,1,11.77,11.77,0.69432783
2008,-364,2,20.74,10.37,0.9386068
2009,-447,1,25.54,25.54,0.7383893
2010,-447,1,28.34,28.34,0.72463715
2011,-328,2,73.76,36.88,2.4241362
2012,-447,1,44.13,44.13,0.66190475
2013,-245,8,299.94,37.4925,8.905213
2014,-447,1,24.99,24.99,0.7383893
2015,-373,2,130.87,65.435,1.9738221
2016,-25,4,161.68,40.42,11.728445
2017,-447,1,38.7,38.7,0.7521817
2018,-447,1,28.33,28.33,0.72463715
2019,-447,1,14.9,14.9,0.68146235
2020,-349,5,165.01,33.001999999999995,2.7695813
2021,-29,8,409.91,51.23875,27.137012
2022,-140,3,261.91,87.30333333333333,12.591673
2023,-293,4,221.96,55.49,5.181428
2024,-243,3,102.24,34.080000000000005,6.6019435
2025,-446,1,19.75,19.75,0.709066
2026,-419,1,17.9,17.9,0.7424502
2027,-85,7,120.82,17.259999999999998,10.691676
2028,-434,1,11.97,11.97,0.7165142
2029,-412,4,71.39,17.8475,2.5090377
2030,-447,1,15.76,15.76,0.6888663
2031,-447,1,11.77,11.77,0.69432783
2032,-447,1,31.92,31.92,0.7136751
2033,-17,6,591.28,98.54666666666668,40.462555
2034,-82,4,174.1,43.525,9.172237
2035,-336,2,136.3,68.15,3.2502484
2036,-334,4,109.53,27.3825,3.3213038
2037,-447,1,10.97,10.97,0.6839506
2038,-447,1,18.36,18.36,0.716885
2039,-282,2,48.77,24.385,3.2703059
2040,-447,1,27.97,27.97,0.72463715
2041,-447,1,28.74,28.74,0.72463715
2042,-447,1,34.72,34.72,0.74770695
2043,-447,1,20.99,20.99,0.7338832
2044,-117,11,218.46,19.86,13.203457
2045,-447,1,25.26,25.26,0.7383893
2046,-104,4,90.02,22.505,7.2464576
2047,-313,2,48.29,24.145,2.2184937
2048,-35,3,59.84,19.94666666666667,6.4801226
2049,-447,1,12.97,12.97,0.6902134
2050,-444,2,29.98,14.99,0.8461134
2051,-447,1,24.98,24.98,0.7383893
2052,-447,1,81.81,81.81,1.0301503
2053,-138,3,52.1,17.366666666666667,3.5116072
2054,-396,2,30.92,15.46,0.90782136
2055,-447,1,9.77,9.77,0.6839506
2056,-101,3,78.95,26.316666666666663,6.6519384
2057,-447,1,54.88,54.88,1.9383382
2058,-119,4,134.97,33.7425,8.231021
2059,-408,3,65.58,21.86,4.4805665
2060,-252,5,79.27000000000001,15.854000000000005,4.310819
2061,-63,8,327.64,40.955,18.168993
2062,-447,1,14.37,14.37,0.68146235
2063,-447,1,59.98,59.98,1.0369552
2064,-95,11,362.04,32.91272727272727,15.364385
2065,-438,1,40.11,40.11,0.7743681
2066,-13,20,1426.47,71.3235,174.5341
2067,-334,2,44.96,22.48,1.828274
2068,-447,1,14.0,14.0,0.68146235
2069,-447,1,55.07,55.07,1.5410874
2070,-447,1,13.97,13.97,0.6902134
2071,-447,1,8.77,8.77,0.6839506
2072,-147,6,174.18,29.03,9.0539465
2073,-446,2,468.53,234.265,0.8202177
2074,-447,1,35.53,35.53,0.74770695
2075,-447,1,35.31,35.31,0.74770695
2076,-447,1,54.34,54.34,1.168976
2077,-447,1,23.99,23.99,0.7383893
2078,-137,5,318.75,63.75,13.859527
2079,-447,1,19.54,19.54,0.709066
2080,-434,1,14.99,14.99,0.70364875
2081,-97,9,402.89,44.76555555555555,17.21678
2082,-447,1,14.37,14.37,0.68146235
2083,-447,1,66.26,66.26,1.0394547
2084,-11,2,28.76,14.38,5.459439
2085,-447,1,26.99,26.99,0.72463715
2086,-447,1,125.69,125.69,1.0234821
2087,-447,1,14.96,14.96,0.68146235
2088,-414,1,30.72,30.72,0.73388654
2089,-447,1,27.13,27.13,0.72463715
2090,-81,3,45.35,15.116666666666667,3.5897555
2091,-447,1,83.24,83.24,1.0304329
2092,-38,5,196.53,39.306,12.951721
2093,-163,2,25.76,12.88,3.091673
2094,-447,1,12.49,12.49,0.69432783
2095,-355,3,85.05,28.35,2.6456404
2096,-447,1,40.12,40.12,0.7521817
2097,-447,1,21.99,21.99,0.7338832
2098,-447,1,56.87,56.87,1.4444559
2099,-40,4,50.2,12.55,7.588864
2100,-447,1,17.9,17.9,0.716885
2101,-30,4,109.48,27.37,9.334762
2102,-99,5,159.42,31.884,9.7871895
2103,-443,1,29.99,29.99,0.7291719
2104,-405,4,137.25,34.3125,3.390098
2105,-386,2,37.68,18.84,0.9661494
2106,-91,4,73.15,18.2875,3.9553893
2107,-5,5,259.67,51.934000000000005,17.473566
2108,-21,7,383.4500000000001,54.77857142857143,30.408392
2109,-447,1,28.99,28.99,0.72463715
2110,-447,1,19.75,19.75,0.709066
2111,-447,1,15.36,15.36,0.6888663
2112,-295,3,60.97,20.32333333333333,2.6800625
2113,-3,6,150.56,25.093333333333334,16.350018
2114,-447,1,44.53,44.53,0.66190475
2115,-25,5,209.04,41.808,14.508756
2116,-447,1,17.99,17.99,0.716885
2117,-447,1,14.96,14.96,0.68146235
2118,-447,1,30.76,30.76,0.7136751
2119,-447,1,89.94,89.94,1.0304329
2120,-447,1,39.91,39.91,0.7521817
2121,-324,4,102.56,25.64,3.2147102
2122,-447,1,19.3,19.3,0.709066
2123,-313,4,64.42,16.105,2.7433796
2124,-57,6,290.2,48.36666666666667,19.618341
2125,-385,3,82.66,27.55333333333333,2.6047633
2126,-180,2,35.98,17.99,2.6181796
2127,-447,1,27.94,27.94,0.72463715
2128,-447,1,29.99,29.99,0.72463715
2129,-447,1,0.0,0.0,0.6839506
2130,-438,1,23.54,23.54,0.7560696
2131,-447,1,15.36,15.36,0.6888663
2132,-226,3,66.8,22.266666666666666,3.537686
2133,-447,1,20.99,20.99,0.7338832
2134,-447,1,26.73,26.73,0.73835194
2135,-45,9,241.27,26.80777777777778,16.797705
2136,-432,3,54.67,18.223333333333333,2.0762951
2137,-447,1,28.74,28.74,0.72463715
2138,-447,1,29.73,29.73,0.72463715
2139,-447,1,9.77,9.77,0.6839506
2140,-447,1,32.49,32.49,0.7447135
2141,-336,2,32.75,16.375,1.9544829
2142,-447,1,30.54,30.54,0.7136751
2143,-447,1,22.48,22.48,0.7338832
2144,-447,1,100.0,100.0,1.0172598
2145,-446,1,79.08,79.08,1.0301503
2146,-177,4,81.11999999999999,20.28,3.8517284
2147,-21,5,234.64,46.928,15.07379
2148,-140,9,305.22,33.91333333333333,10.902633
2149,-222,2,65.71000000000001,32.855000000000004,3.2823899
2150,-214,4,151.16,37.79,7.536065
2151,-447,1,28.13,28.13,0.72463715
2152,-217,3,130.07,43.35666666666666,6.5564804
2153,-81,2,28.36,14.18,3.2114947
2154,-160,2,27.94,13.97,3.261104
2155,-431,1,55.88,55.88,1.6231734
2156,-447,1,15.36,15.36,0.6888663
2157,-447,1,12.49,12.49,0.69432783
2158,-47,11,669.17,60.83363636363636,31.678648
2159,-27,12,596.78,49.73166666666666,50.940342
2160,-447,1,51.48,51.48,7.7262325
2161,-447,1,52.63,52.63,1.2022718
2162,-447,1,14.37,14.37,0.68146235
2163,-143,2,112.14,56.07,8.874878
2164,-6,11,342.75,31.15909090909091,26.845503
2165,-441,2,29.33,14.665,0.8407014
2166,-96,9,353.7,39.3,15.29109
